progressive,"http://www.huffingtonpost.com/entry/dear-mccain-mother-same-brain-tumor_us_59776cb2e4b0a8a40e82c618?ncid=inblnkushpmg00000009
","This is my mother. She died of a glioblastoma – the same brain tumor Senator John McCain was just diagnosed with – on January 10, 2015. It was almost six months after they found and removed *most of it. This picture was taken right after that operation.
Although my mom had the same diagnosis as McCain there is one very important difference between them. She didn’t have insurance and, because she lived in Florida, she didn’t have Medicaid either.
She had fallen on hard times – actually, she perpetually lived in hard times because of mental health issues – so she worked at a laundromat and made enough to be self-sufficient. Self-sufficiency wasn’t necessarily something she was good at but she was doing okay at it at the time. That was what my brother told me, at least; I hadn’t talked to her in two years.
My brother is the one who forced her to go to the emergency room. She hadn’t been making sense for a couple months, according to him. But on that day he found her babbling on the floor in her hot efficiency – the AC was broken and it was summer in South Florida.
It was at the hospital that they found it – this deadly brain tumor that steals away your life, your soul, you in a blink of an eye. My brother called and told me what was going on; I threw on my “let’s fix it” emotional armor and headed to the hospital. From that point on I was her caretaker and I had no idea what to do.
“This is my mother’s glioblastoma story. Senator McCain’s story will be vastly different because he has health insurance.”
What now?
The belief that having access to emergency room services counts as having access to health care doesn’t pass muster. After the emergency is over, then what? What are you supposed to do?
Just like John McCain, my mother had the glioblastoma removed and was prescribed radiation and chemotherapy. But, she didn’t have insurance so she could not follow through with the treatment.
No one bothered (not even the hospital social worker) to give me important information like having a glioblastoma is one of 88 diseases that automatically qualifies you for Medicaid. I had to figure that out for myself. It took me almost three months to get her approved.
Unfortunately, before those three months had passed, she had had another emergency hospital visit due to inflammation in her brain. The steroids they put her on made her gain a ton of weight and she didn’t look like herself. I imagine this was hard on her; she always cared about her looks and connected it somewhat to her sense of self-worth. The energy and hope that she had right after her craniotomy was gone and she was losing her mind.
Too late
My mother was lucky enough to be accepted into a clinical trial program at the University of Miami Miller School of Medicine. It is showing promising results and surprisingly Medicaid approved it. But she wouldn’t go. I couldn’t even get her to go to the radiation oncologist.
I can’t tell you how many appointments I had to cancel. Every day I would say, “You are going today.” Every day there was a different reason why she couldn’t go but the real reason that she wouldn’t go was that she was scared. She thought they were killing her. She thought I was trying to kill her.
The paranoia grew and much of the time it was directed at me. It was episodic at first, but towards the end became much more frequent. I should have been more tolerant at the time. When I think about it now, I can’t imagine being that scared.
I hope that Senator McCain’s last days are not like that; I wouldn’t wish that on anyone.
“I hope that Senator McCain’s last days are not like this; I wouldn’t wish that on anyone.”
Dying in peace
Those months would have been different if she had had health insurance. I would have known what to do, and if I didn’t, I would have known who to call to ask. Who knows, if she had insurance maybe she would have gone to the doctor a lot sooner rather than ending up in the emergency room.
I realize that in all probability she still would not have had that long to live. But, perhaps what time she did have would have been longer, would have been easier, would have been more pleasant for her. Maybe she would have been able to appreciate her grandchildren. Maybe – just maybe – she wouldn’t have been so frightened.
In the end, it was actually Medicaid that allowed her to die in peace. I was able to put her in hospice because of Medicaid. As hard as it was to see her sleeping 24 hours a day from medication, it was better than her being conscious while going completely crazy.
Not having insurance quickened my mother’s death and having Medicaid made it easier for her to die.
That is my mother’s glioblastoma story. Senator John McCain’s glioblastoma story will be vastly different because he has health insurance. And, don’t get me wrong, I am so happy he does. I am happy for him and for his family.
It has been three years since her diagnosis, two and a half years since her death. I have [surprisingly] become an activist protesting legislation that will take health care from millions of people put forth by John McCain’s own party.
With only 12,000 people diagnosed with the tumor a year, not many people understand what the senator is up against. I do. Perhaps there is a reason for that; perhaps I am meant to tell this story.
Health care is a right, not a privilege. Dying of cancer gracefully should be a right, not a privilege.
John McCain has been in Congress a long time and he is one of the most respected legislators in D.C. He has the power to protect people from having the same experience as my mother, I just hope he uses it."
progressive,"http://www.politifact.com/truth-o-meter/statements/2014/jul/29/facebook-posts/are-97-nations-100-poorest-counties-red-states/
","A meme circulating on Twitter and other social media recently caught our eye. Created by the liberal group Occupy Democrats , it said, ""97 percent of the 100 poorest counties in America are in red states. But tell me again how Republican policies grow the economy?""
This was a variation on a few memes we’ve checked previously -- that nine out of the 10 poorest states are red states (we rated this Mostly True ) and that Republican-leaning states get more in federal dollars than they pay in taxes (also Mostly True ).
While the meme’s suggestion that ""Republican policies"" are causing poverty is too subjective a question to be fact-checked, we decided to take a closer look at the set-up to the claim -- that ""97 percent of the 100 poorest counties in America are in red states.""
First, we’ll explain our methodology.
To determine the nation’s 100 poorest counties, we downloaded data from the U.S. Census Bureau’s American Community Survey. This data covers five years ending in 2012, and includes more than 3,000 counties and county equivalents (such as Louisiana parishes). This data enabled us to rank-order these jurisdictions based on two commonly used measurements -- median income, and percentage of the population in poverty.
As for determining whether a state is ""red"" or ""blue,"" we decided to define it by whether the state voted for President Barack Obama or Mitt Romney in 2012. This means we counted North Carolina and Indiana as red states, since Obama lost them in 2012 after winning them in 2008. (Though either way, the differences would have been marginal.)
So how did the data turn out?
For median income, we found that 95 of the 100 poorest counties were located in red states. Here are the 10 poorest, all of them in red states:
1. Owsley County, Ky.
2. Jefferson County, Miss.
3. Wolfe County, Ky.
4. Brooks County, Texas
5. McCreary County, Ky.
6. Hudspeth County, Texas
7. Hancock County, Tenn.
8. Jackson County, Ky.
9. Clay County, Ky.
10. Holmes County, Miss.
For percentage of residents in poverty, we found that 93 of the 100 poorest counties were in red states.
Here are the 10 with the highest poverty rates, all of them in red states:
1. Shannon County, S.D.
2. Clay County, Ga.
3. East Carroll Parish, La.
4. Sioux County, N.D.
5. Todd County, S.D.
6. Hudspeth County, Texas
7. Holmes County, Miss.
8. Corson County, S.D.
9. Wolfe County, Ky.
10. Humphreys County, Miss.
So there are some differences between the most recent Census data and what the meme said, but they are pretty small. Numerically, we don’t have much to quibble with.
Our bigger question concerns whether it’s significant that a lot of poor counties are located in red states. There’s reason for at least a bit of skepticism.
For starters, the list is dominated by rural areas. Generally speaking, rural areas have a lower cost of living, so the small income you make in a poor, rural Texas county is going to go further than it would if you lived in a poor, urban area like Detroit or Camden, N.J. This raises questions about how comparatively disadvantaged poor Americans are in rural and urban areas.
Also, rural areas are areas where Republicans tend to do well electorally. By contrast, impoverished areas of big cities are big enough population-wise to be balanced by more affluent neighborhoods, and these poor urban areas are often (though not always) in blue states.
It’s also worth pointing out that many of the counties on the list are located in Appalachia, particularly in such states as Kentucky, West Virginia, Mississippi and Georgia. That’s a region that has suffered economically for generations -- long predating the time when Republicans took over from Democrats in most elected offices.
In Appalachia, ""it’s clear there’s a regional problem, born of isolation, geographic and political; exploitation, of timber and coal; and poor education,"" said Al Cross, director of the Institute for Rural Journalism and Community Issues at the University of Kentucky.
Finally, there’s an eccentricity that shaped both of the top-100 lists. Each is dominated by three states: Texas, Georgia and Kentucky. What ties together these three states? They have a lot of counties. In fact, these three states rank first, second and third on the list of states that have the most counties . Texas has 254, Georgia 159 and Kentucky 120.
This means that these three states have lots of rural, small-population counties, so they take up a disproportionate share of the spots on these lists. On each list, these three states collectively account for more than 40 percent of the counties listed.
Importantly, each of these three states are red states. If some of the bigger blue states had been sliced into as many counties as Texas, Georgia and Kentucky were, some of those blue-state counties might have been poor and rural, and that could have changed the complexion of the list. As it is, blue states tend to have smaller numbers of counties. New York has 62, California has 57, Washington state has 39, Oregon has 36, New Jersey has 21 and Massachusetts has just 14.
Our ruling
The meme said that ""97 percent of the 100 poorest counties in America are in red states."" According to the most recent data, that’s a few percentage points high, but not by much.
However, measuring a county’s lack of affluence this way skews the map of poorest places toward rural states (which tend to be red) and away from big cities (which tend to be blue). This undercuts the simplicity of the meme’s political message.
The statement is accurate but needs clarification or additional information, so we rate it Mostly True."
progressive,"http://www.huffingtonpost.com/entry/billy-bush-donald-trump_us_5822dbbbe4b0aac624885360?section=politics&amp;ncid=tweetlnkushpmg00000067
","It happened. Trump just became the president-elect of the United States, despite the damning audio 2005 recording of him bragging to TV host Billy Bush about sexually assaulting women with impunity.
Trump bragged to Bush that “when you’re a star, they let you do it. You can do anything... Grab them by the pussy. You can do anything.”
“You know I’m automatically attracted to beautiful [women],” Trump also said. “I just start kissing them. It’s like a magnet. Just kiss. I don’t even wait.”
And for a moment, Trump’s gut-churning, boastful admission that he forces himself on women threatened to derail his campaign. Never mind that at that point he had already attacked a Gold Star Family, made racist comments about a judge with Mexican heritage and was responsible for, well... a lot of other abhorrent behavior.
And yet, it was only Bush who was ultimately held accountable for his role in the vulgar conversation. The TV host had since moved on from “Access Hollywood” to NBC’s major money-maker, the “Today” show ― and it took the network a mere 10 days to boot him from the program.
“Let me be clear ― there is simply no excuse for Billy’s language and behavior on that tape,” a memo from the show’s executive producer Noah Oppenheim read, released just after Bush was initially suspended from his job.
Comedian Chelsea Handler was among those who have noted that Bush’s firing and Trump’s ascent to the Oval Office is evidence that media personalities are held to a higher standard than someone running for president."
progressive,"http://www.dailymail.co.uk/news/article-4168928/PIERS-MORGAN-Trump-s-immigration-ban.html
","This is wrong.
Whichever way President Trump tries to justify his executive order on banning immigrants and refugees from seven war-ravaged countries, it makes no sense.
The facts, alternate or otherwise, speak for themselves:
Nobody from any of those predominantly Muslim countries – Iraq, Syria, Iran, Sudan, Libya, Somalia and Yemen - has committed a terror attack on US mainland.
The perpetrators of the two major Islamic extremist terror attacks in New York on 9/11 and more recently in San Bernadino, came from Saudi Arabia, United Arab Emirates, Egypt, Lebanon and Pakistan.
Yet, perversely, none of these countries are on the banned list.
Whichever way President Trump (pictured signing an order on Friday) tries to justify his executive order on banning immigrants and refugees from seven war-ravaged countries, it makes no sense
As always with the often absurdly exaggerated anti-Trump hysteria that greets everything he does, it’s important to offer some clarification and perspective.
Trump’s not throwing all Muslims out of America, nor is he banning all Muslims from coming in as he once, shockingly, threatened to do.
He’s putting a temporary ban on any people from seven countries where Islamic terror is rife, until much tighter VISA systems and ‘extreme vetting’ is put in place.
This is exactly what he repeatedly said he’d do in the latter stages of his campaign, it’s therefore one of the reasons he won the election, and it will be applauded by many millions of Americans who voted for him.
I also genuinely believe Donald Trump is doing this because he wants to stop Americans being attacked again by Islamic extremists, not because he just hates Muslims.
He’s seen what’s happened in Paris, Nice and Brussels and blames lax border controls for the ease with which nihilist terrorists can now infiltrate civilian life, some by posing as refugees, and kill mass numbers of people.
There is undeniably a very good argument to further strengthen immigration rules to prevent people with nefarious intent from entering the US.
Indeed, Barack Obama took several significant steps to do just that in the last year.
There is no good reason why people with perfectly valid permanent resident green cards have been rounded up at airports, handcuffed, and threatened with deportation. Pictured: Demonstrators gathered at JFK Airport
So let’s not pretend that everything Donald Trump’s doing here is outrageous and unacceptable just because he’s Donald Trump.
But nor can we pretend that some of what he’s doing is not outrageous and unacceptable – because it is.
There is no good reason why people with perfectly valid permanent resident green cards have been rounded up at airports, handcuffed, and threatened with deportation.
Slashing the number of genuine refugees America will accept going forward, and taking none from Syria ‘indefinitely’, is utterly reprehensible, too.
These people are fleeing the very Middle East battlefields sparked by the illegal, immoral and disastrous war on Iraq.
A war that America, with its equally culpable allies like Britain, started with Saddam Hussein as twisted, illogical revenge for a terror attack committed by somebody else.
The wrong guy was targeted then, just as this executive order picks on many of the wrong guys now.
We have a moral duty to help those innocent people whose lives have been ruined by our unjustified warfare. To now subject them to even more oppression, heartache and despair seems cruel.
The perpetrators of the two major Islamic extremist terror attacks in New York on 9/11 and more recently in San Bernadino (Syed Rizwan Farook, left, and Tashfeen Malik, right), came from Saudi Arabia, United Arab Emirates, Egypt, Lebanon and Pakistan
Even worse, it may imperil their lives if they are forced to return to places where they may be killed.
It cannot be right that they are now being victimized for something they haven’t done.
There is also a massive delusion to the myth that Muslim terrorists are the biggest violent threat to American lives.
Since Donald Trump’s inauguration nine days ago, more than 750 people have been killed by guns in America, through murder, accident and suicide.
This is the horrific daily toll on American life from firearms.
Today, another 85 people will be shot dead.
And the same tomorrow.
The situation is so appalling that in 2016, more Americans were killed by TODDLERS with guns than by terrorists.
Yet there has been no executive order to try to stop this carnage, and nor is there likely to be.
President Trump was vociferously backed by the NRA in his election campaign and he is a fervent supporter of the 2nd Amendment.
This raises a massive flaw in the logic of his determination to protect Americans and make the country safer.
It’s also grotesquely unfair because it punishes many decent, law-abiding people who have every right to be in the country. Pictured: Homa Homaei, a US citizen from Iran, is pictured receiving a hug from a lawyer working to help her Iranian family members at Los Angeles International Airport
How can you ban people from countries that have so far committed zero terror attacks on US mainland to ‘keep America safe’, but do nothing about the domestic deadly gun-related terror being waged on the streets every day by Americans of all color and creed?
I am all for President Trump wielding the big stick of American military power when it comes to destroying ISIS.
They are a despicable group of medieval barbarians intent on destroying our way of life.
But this overly-draconian executive order will simply serve to empower ISIS, act as the best recruitment agent they could possibly wish for, and fuel their conspiracy theory that America’s waging war on Islam, not just Islamic terrorists.
It’s also grotesquely unfair because it punishes many decent, law-abiding people who have every right to be in the country.
Olympic Gold medal champion runner Sir Mo Farah has a dual UK/Somali citizenship so is technically now banned from America where he does much of his training.
An Iraqi-born British member of Parliament, Nadhim Zahawi, whose children are at Princeton University, can’t come in.
Hameed Darweesh, a hero US military translator for 10 years, was detained at JFK airport and only freed after mass protests.
As for the indefinite ban on Syrian refugees, consider this: Apple creator Steve Jobs’ father was a Syrian refugee to the US.
Hameed Darweesh (pictured), a hero US military translator for 10 years, was detained at JFK airport and only freed after mass protests
Under this new order, he would have been banned entry, and America’s most successful ever company would never have happened.
How can any of this be right?
‘We don’t want them here,’ President Trump said yesterday, referring to Islamic terrorists. ‘We only want to admit those into our country who will support our country and love deeply our people.’
Every sensible person would agree with this sentiment.
But a lot of those directly and instantly targeted by this crackdown DO support America and DO love the people deeply.
Hence the furious response.
This executive order is not making America great.
It’s making America hate.
Think again, Mr President."
progressive,"http://www.greentechmedia.com/articles/read/one-year-of-coal-ceo-pay-could-retrain-all-workers-for-solar-industry
","On Monday, presidential candidate Donald Trump called for policies designed to put coal miners and steelworkers back to work. The decline of the U.S. coal industry is largely out of the president’s hands, since it is influenced by global markets and the advent of cheaper energy alternatives. But retraining people in the struggling coal industry is still very much within the president's purview.
There is another way for coal workers to make a living, according to a new study from Michigan Technological University and Oregon State University, published in Energy Economics.
It's in solar.
In states with the most coal jobs, many workers could be retrained for the growing solar PV industry -- some at a cost of just a few thousand dollars. For many coal companies, even those filing for bankruptcy, the cost of retraining all employees would be less than a year’s pay for the CEO.
The study noted that the CEO of Consol Energy earned about $14 million in 2012, more than enough to retrain all of the company’s employees for jobs in the PV industry. Arch Coal, which has filed for Chapter 11 bankruptcy, paid its executives and directors more than $29 million in the year leading up to its bankruptcy filing, according to The Wall Street Journal.
While the study touched on executive compensation, the bulk of the research looked at the state-by-state costs and the options for funding private and public retraining programs.
The cost of retraining approximately 90,000 workers in coal production would range from $180 million in the best-case scenario to more than $1.8 billion in the worst-case scenario.
The highest cost would be in West Virginia, which has the largest number of coal workers. The study found the average cost of a retraining program for a coal company would equate to about 5 percent of revenue. Additionally, the study noted that the externalities of the coal industry, such as public health costs, are far higher than any cost incurred to move people to cleaner energy jobs.
In the best-case scenario, the employees whose roles aren’t specific to the coal industry, such as secretaries and electricians, can find jobs in other industries, while the worst-case scenario assumes every employee currently in the coal industry would need to be relocated.
Of course, not every single coal job would have to be recreated in another industry. Many coal-fired power plants will continue to operate for decades in the U.S., and there is still an international market (albeit a shrinking one) for coal.
There are already more solar jobs than coal jobs, and the growth of the solar industry could absorb many coal workers in the next 15 years, according to the researchers.
“The writing on the wall for the coal industry is clear,” wrote Joshua Pearce, a study co-author and associate professor of materials science and engineering at Michigan Technological University, in Harvard Business Review. “Young coal workers, in particular, should consider retraining for a job in solar now.”
The recommendations come with significant caveats, however.
Local governments would have to acknowledge and accept the demise of an industry that they have long supported.
Leading coal states such as West Virginia and Kentucky do not rank in the top 35 solar states, according to GTM Research. Many industry employees would have to relocate unless the local solar market improved substantially.
Training would need to begin sooner rather than later. Some retraining and certification may take as little as three months, but other solar-specific training would require new degrees that could take up to four years to complete. The upside is that many of the jobs in the solar industry offer compensation similar to their counterparts in the coal industry, which has provided some of the best-paying jobs in the regions where they are located.
But solar is not the only other clean energy industry that could provide a safety net for coal workers. Wind markets in states like West Virginia and Wyoming are much more robust than solar.
Bringing clean energy jobs to the rural regions that support thousands of coal workers would take a concerted effort from both state and local governments. For example, some of the resources already available from the federal government can take up to a year to get to miners awaiting retraining, according to Pennsylvania’s PublicSource.
Hillary Clinton has proposed a broad range of measures to bring clean energy jobs, including solar, wind and hydro, to coal country. Any additional efforts at the federal level would need to begin within months, not years.
But given that there are similarities across many energy industries, some coal workers say they would welcome the opportunity to shift to clean energy.
“If they’re going to use energy alternatives, why can’t they bring a solar panel plant here, or train us...to install them in the field? Coal miners are some of the most versatile people here on the planet,"" former Emerald coal miner Bob Wilson told PublicSource in a June story about the future of Pennsylvania’s coal miners. ""We’ve all run equipment, done welding, fabricating. We’ve built million-dollar belt drives from the ground up. We can do this stuff with a little bit of help.”"
progressive,"http://www.philly.com/philly/blogs/attytood/More-Americans-support-Bernie-than-The-Donald----but-he-gets-123-the-TV-coverage.html
","First point: There's considerable evidence that millions more Americans support Bernie Sanders (which means, of course, that even more support Hillary Clinton) than support Trump. How can this be? Look at the early polling numbers. Right now, Trump's national level of support -- according to the average compiled by Real Clear Politics -- is 30.4 percent of GOP primary voters, while Sanders, sitting in second place among national Democrats, has a level of support of 30.8 percent. But then remember this: There are more Democrats (32 percent of Americans, according to Pew) than Republicans (23 percent). Which backs out up the first point: That Sanders has millions more supporting him than does Trump."
progressive,"http://inthesetimes.com/article/18445/bernie-sanders-pushing-hillary-clinton-left
","When Bernie Sanders’ Senior Advisor Tad Devine announced in August that the Democratic presidential candidate would not be running any attack ads against Hillary Clinton, many saw the move as simply being consistent with his previous campaign strategies and his progressive platform. Sanders has said he ​“hates and detests these 30-second negative ads” and has never run one. He sees the ads as part of what’s broken with American politics, and his disavowal of them fits with his electoral reform policies, which condemn super PACs and the buying and sensationalizing of U.S. elections.
If Clinton ran an attack ad, she risked coming off as desperate or a bully. But by not running attack ads, she would essentially render herself unable to combat any surge in the polls by Sanders.
But Sanders’ refusal to produce attack ads has proven to be more than a matter of simple moral consistency. His pledge represented a shrewd political decision by the Sanders campaign — a decision that has now paid off.
Electoral reform is central to Sanders’ platform for president. By swearing off attack ads against his opponents and cash from super PACs which often fund such ads, he has attempted to show that unlike his opponents, he can actually carry out the ideals he speaks so often about. In fact, shortly after Bernie’s announcement, his campaign sent a cease-and-desist letter to a PAC supporting him, which was first formed by Congressional lobbyist Cary Lee Peterson to encourage the Vermont Senator to run.
Meanwhile, Clinton, who earned a reputation for cutting attack ads during her 2008 presidential bid against Obama, is running on a similarly progressive electoral reform platform — while also gladly accepting more than $20 million in support from Priorities USA Action, her Super PAC. At the same time as her own website criticizes the Supreme Court’s Citizen United case, saying it ​“helped unleash hundreds of millions of dollars of secret, unaccountable money into U.S. elections that is drowning out the voices of ordinary Americans and distorting our democracy,” Hillary is seeking some $2 billion , much of it PAC money, for her campaign.
However, the political depth of Bernie’s refusal to run negative attack ads has proven far more important than revealing contrasts between the two candidates. This decision actually forced Hillary’s campaign into an incredibly difficult position. If she ran an attack ad, she risked coming off as desperate or a bully. But by not running attack ads, she would essentially render herself unable to combat any surge in the polls by Sanders.
Until recently, Clinton had held off on running negative publicity. But Sanders’ self-identification as a socialist must have been too hard for her campaign to resist attacking.
On September 14, the Huffington Post received an email from one of Clinton’s Super PACs that intimated Sanders would begin diplomatic ties with terrorists and linked him to the socialist former President of Venezuela, Hugo Chavez. In its report on the email, HuffPost concluded it was unclear whether the message would be disseminated to anyone else. If it was, however, ​“the attack would be in the vein of what Sen. Claire McCaskill (D‑Mo.) said about Sanders earlier this year — that he’s unelectable, since he’s a self-identified democratic socialist.”
Sanders’ campaign was quick to react to this attack, sending out an email that illustrated the difference between his political strategy and that of the ​“billionaire class.” ​“Let’s send a powerful message that we have had ENOUGH of the billionaire class buying elections,” the email read. ​“If we stand together to fight back against these ugly attacks, we can ensure this election is about who has the best ideas, and not who has the biggest donors.”
Within two days, the Sanders campaign had raised $1.2 million in grassroots contributions. According to the executive director of ActBlue, the progressive fundraising website Bernie uses to receive online donations, at one point during the blitz, they were receiving 180 contributions per minute.
And on September 20, less than one week after the Super PAC attack first went live, Hillary promised CBS News’ John Dickerson on ​“Face the Nation” that she has ​“no interest” in running attack ads on Bernie. ​“I want this to be about ideas and about policies,” she said. ​“I know Bernie. I respect his enthusiastic and intense advocacy of his ideas. That’s what I want this campaign to be about, and I hope people who support me respect that.”
In fact, this was one of the first times since his announcement that Sanders was explicitly mentioned by Clinton. In the past, she has avoided saying his name and declined to comment on the threat his campaign poses to her success in the primaries.
Sanders’ commitment to refrain from producing attack ads paid off, allowing him to illustrate a vital contrast between himself and Clinton — and raising his campaign more than a million dollars in donations in the process. Furthermore, his consistency forced Clinton to backtrack on an important issue under public scrutiny, reinforcing the notion that she is simply a politician willing to do whatever it takes to win while Sanders operates out of an ironclad commitment his progressive ideals.
Such commitment is a big part of why Sanders’ campaign has proven so refreshing for so many American voters, and for millennials in particular. This generation has largely been disillusioned with U.S. politics: Fewer millennials vote , join political parties or consider politics one of their interests than in previous generations. But Sanders’ campaign has reinvigorated a large proportion of the country’s newest voters: some 59 percent of college-aged Democrats support Sanders, compared to Clinton’s 18 percent, a Chegg Media Center poll reports. Almost half of the students surveyed find Hillary ​“unfavorable.”
Sanders has managed to pull Clinton to the left on yet another issue. As he continues to surge in the polls, Clinton is responding by moving left on issues as diverse as Black Lives Matter, the Keystone XL pipeline, Wall Street and electoral reform and even the Fight for 15. As long as Sanders continues to maintain his progressive stances on a number of other issues, his principled campaigning will likely continue to translate into tangible political gains.
By the end of the primaries, regardless of who wins, the candidate will either be a true progressive dedicated to combatting inequality, fighting systemic racism, and running a clean campaign, or someone forced to champion a number of progressive causes that she likely would have barely considered otherwise. And, unlike Hillary Clinton, that’s what matters to Bernie Sanders — that someone, anyone, gets the job done."
progressive,"http://www.rawstory.com/2016/01/oregon-judge-plans-to-bill-ammon-bundy-up-to-70000-a-day-for-security-costs-to-county/
","An Oregon judge says he will bill Ammon Bundy up to $70,000 a day to reimburse Harney County for security costs related to the ongoing occupation of a wildlife refuge.
Local schools reopened Monday for the first time since Bundy and other militants seized a visitors center Jan. 2 at the Malheur National Wildlife Preserve and demanded the transfer of federally owned land to the county, reported KTVZ-TV.
Bundy and other militants used a backhoe owned by the U.S. Department of Fish and Wildlife to remove fences separating federal land from property owned by a local rancher.
Bundy said the militants had rifled through files at the occupied building looking for evidence of wrongdoing, but he insisted they had not accessed computers -- although public radio reporters witnessed them doing that. WATCH: Teen chokes up at town meeting asking Bundy to leave, says ‘I shouldn’t have to be scared in my own hometown’ Some of the Fish and Wildlife employees have been relocated from their homes ""out of an abundance of caution"" in case their personal information, including home addresses, had been accessed by the militants. They have also changed a sign outside the wildlife refuge to identify the occupied building as the ""Harney County Resource Center,"" although it's not clear how the notoriously cash-strapped militants paid for the new sign.
Sheriff David Ward, who has said he agrees with the militants' views but not their tactics, has set up concrete barriers and other security measures around his office and the courthouse after the militants or their supporters threatened him and other county officials.
Ward issued a statement Monday vowing that he and other law enforcement officials ""will not be intimidated,"" and he repeated his call for the out-of-state militants to leave the area.
""There's an hourglass, and it's running out,"" Ward said as cheers erupted at a public meeting Monday night. ""Go home.""
Harney County Judge Steve Grasty also spoke at the meeting, where he said the occupation had cost taxpayers an estimated $60,000 to $70,000 each day it has dragged on.
""We're going to send Mr. Bundy the bill,"" said Grasty, who criticized Republican lawmakers for meeting with the militants over the weekend. The judge also called on residents not to offer assistance to the roughly two-dozen militants, who have been joined in recent days by out-of-state militia groups. ""No matter how you feel, do not bring food and supplies up to the refuge,"" Grasty said. The militants have been widely mocked for first calling for snacks, and then issuing a wish list of items such as flavored coffee creamer, tampons and cigarettes. They have apparently received some unwanted gifts, such as sex toys, as seen in a Facebook video posted by Jon Ritzheimer, an Arizona veteran who is taking part in the occupation. ""It was really mind-blowing to me that people would actually spend their money (on this),"" Ritzheimer said. ""This box right here, $17.90 (for shipping). They spend and waste their money on all this hateful stuff to send out here to us and buy this ridiculous stuff. This one was really funny -- a 'bag of dicks.' Rather than going out and doing good, they just spend all their money on hate and hate."" He then angrily shoved all the unwanted gifts off a table and onto the floor. Ritzheimer urged fellow ""patriots"" to join them in Oregon for ""history in the making,"" and he offered a message to his family. ""Please look at this as a deployment, only this time I'm actually serving my country rather than being sent over seas to line the pockets of corrupt politicians,"" he said. ""It is our sacrifice as a family that will make this country great again, not some election."""
progressive,"http://www.huffingtonpost.com/entry/a-note-about-our-coverage-of-donald-trumps-campaign_55a8fc9ce4b0896514d0fd66
","A former press aide says Cuomo embraced her in his hotel room, and pulled her back to him as she tried to step away."
progressive,"http://www.commondreams.org/news/2016/04/28/sanders-calls-50-state-strategy-revitalize-american-democracy
","Dark Money Group Spends $58,000 Attacking Consumer Financial Protection Bureau
Since it formed in 2011, the Consumer Financial Protection Bureau (CFPB) has been under siege from financial institutions. Senate Republicans tried very hard to stop it from functioning at all, and since then they’ve tried to “ tighten the leash ” on the agency. Nearly five years since it...
Read more"
